previous_campaign_outcome,contact_method,contact_month,is_new_campaign_client,education_level,subscribed
failure,cellular,apr,no,university.degree,yes
failure,cellular,apr,no,university.degree,no
nonexistent,cellular,apr,yes,university.degree,yes
nonexistent,cellular,apr,yes,high.school,no
nonexistent,cellular,apr,yes,university.degree,no
failure,cellular,apr,no,university.degree,yes
success,cellular,apr,no,basic.9y,yes
nonexistent,cellular,apr,yes,professional.course,no
nonexistent,cellular,apr,yes,university.degree,no
nonexistent,cellular,apr,yes,professional.course,yes
nonexistent,cellular,apr,yes,university.degree,no
failure,cellular,apr,no,university.degree,no
nonexistent,cellular,apr,yes,basic.4y,no
nonexistent,cellular,apr,yes,university.degree,no
nonexistent,cellular,apr,yes,high.school,yes
success,cellular,apr,no,university.degree,yes
nonexistent,cellular,apr,yes,university.degree,yes
nonexistent,cellular,apr,yes,high.school,no
nonexistent,cellular,apr,yes,high.school,yes
failure,cellular,apr,no,professional.course,no
nonexistent,cellular,apr,yes,high.school,yes
nonexistent,cellular,apr,yes,basic.6y,yes
nonexistent,cellular,apr,yes,university.degree,no
nonexistent,cellular,apr,yes,university.degree,yes
nonexistent,cellular,apr,yes,high.school,yes
nonexistent,cellular,apr,yes,basic.9y,no
nonexistent,cellular,apr,yes,university.degree,yes
failure,cellular,apr,no,high.school,no
nonexistent,cellular,apr,yes,university.degree,no
nonexistent,cellular,apr,yes,basic.6y,yes
nonexistent,cellular,apr,yes,university.degree,no
nonexistent,cellular,apr,yes,university.degree,no
success,cellular,apr,no,university.degree,no
failure,cellular,apr,no,professional.course,yes
nonexistent,cellular,apr,yes,university.degree,yes
nonexistent,cellular,apr,yes,university.degree,yes
nonexistent,cellular,apr,yes,high.school,no
nonexistent,cellular,apr,yes,university.degree,no
nonexistent,cellular,apr,yes,university.degree,no
success,cellular,apr,no,high.school,no
nonexistent,cellular,apr,yes,high.school,no
nonexistent,cellular,apr,yes,high.school,yes
nonexistent,telephone,apr,yes,university.degree,yes
success,cellular,apr,no,basic.9y,yes
nonexistent,cellular,apr,yes,professional.course,yes
failure,cellular,apr,no,basic.9y,no
success,cellular,apr,no,university.degree,yes
nonexistent,cellular,apr,yes,professional.course,no
nonexistent,cellular,apr,yes,high.school,yes
nonexistent,telephone,apr,yes,professional.course,no
success,cellular,apr,no,professional.course,no
nonexistent,cellular,apr,yes,basic.4y,yes
nonexistent,cellular,apr,yes,high.school,no
nonexistent,cellular,apr,yes,university.degree,no
nonexistent,cellular,apr,yes,undisclosed,yes
failure,cellular,apr,no,professional.course,yes
nonexistent,cellular,apr,yes,high.school,no
nonexistent,cellular,apr,yes,university.degree,no
nonexistent,cellular,apr,yes,basic.4y,yes
failure,cellular,apr,no,university.degree,no
failure,cellular,apr,no,university.degree,no
nonexistent,cellular,apr,yes,university.degree,yes
nonexistent,cellular,apr,yes,high.school,yes
success,telephone,apr,no,university.degree,no
success,cellular,apr,no,professional.course,yes
nonexistent,cellular,apr,yes,high.school,no
failure,cellular,apr,no,university.degree,no
failure,cellular,apr,no,basic.4y,no
success,cellular,apr,no,university.degree,yes
nonexistent,cellular,apr,yes,professional.course,yes
nonexistent,cellular,apr,yes,university.degree,no
nonexistent,cellular,apr,yes,university.degree,yes
success,cellular,apr,no,university.degree,no
nonexistent,cellular,apr,yes,university.degree,no
nonexistent,cellular,apr,yes,high.school,yes
nonexistent,cellular,apr,yes,university.degree,yes
success,cellular,apr,no,university.degree,no
nonexistent,cellular,apr,yes,university.degree,yes
nonexistent,cellular,apr,yes,professional.course,no
nonexistent,cellular,apr,yes,high.school,no
nonexistent,cellular,apr,yes,basic.4y,no
nonexistent,cellular,apr,yes,professional.course,yes
nonexistent,telephone,apr,yes,university.degree,no
nonexistent,cellular,apr,yes,high.school,no
nonexistent,cellular,apr,yes,undisclosed,no
nonexistent,cellular,apr,yes,professional.course,no
nonexistent,cellular,apr,yes,university.degree,no
nonexistent,cellular,apr,yes,basic.4y,yes
nonexistent,cellular,apr,yes,university.degree,yes
nonexistent,cellular,apr,yes,university.degree,no
failure,cellular,apr,no,university.degree,yes
failure,cellular,apr,no,basic.4y,yes
nonexistent,cellular,apr,yes,professional.course,yes
failure,cellular,apr,no,professional.course,yes
nonexistent,cellular,apr,yes,undisclosed,no
failure,cellular,apr,no,high.school,no
nonexistent,cellular,apr,yes,university.degree,yes
nonexistent,cellular,apr,yes,university.degree,yes
nonexistent,cellular,apr,yes,university.degree,no
failure,cellular,apr,no,university.degree,yes
failure,cellular,apr,no,high.school,no
failure,cellular,apr,no,high.school,no
failure,cellular,apr,no,high.school,no
nonexistent,cellular,apr,yes,university.degree,yes
failure,cellular,apr,no,basic.9y,no
failure,cellular,apr,no,university.degree,no
nonexistent,cellular,apr,yes,university.degree,no
nonexistent,cellular,apr,yes,professional.course,no
nonexistent,telephone,apr,yes,university.degree,yes
nonexistent,telephone,apr,yes,university.degree,no
nonexistent,telephone,apr,yes,basic.4y,no
nonexistent,cellular,apr,yes,university.degree,no
nonexistent,cellular,apr,yes,basic.6y,no
failure,cellular,apr,no,basic.9y,no
nonexistent,cellular,apr,yes,basic.4y,yes
nonexistent,cellular,apr,yes,high.school,no
nonexistent,cellular,apr,yes,high.school,no
nonexistent,cellular,apr,yes,professional.course,no
nonexistent,cellular,apr,yes,basic.9y,no
nonexistent,cellular,apr,yes,university.degree,no
nonexistent,cellular,apr,yes,professional.course,yes
nonexistent,telephone,apr,yes,basic.4y,no
nonexistent,cellular,apr,yes,basic.9y,no
failure,cellular,apr,no,university.degree,no
nonexistent,cellular,apr,yes,university.degree,yes
nonexistent,cellular,apr,yes,university.degree,no
success,cellular,apr,no,university.degree,no
nonexistent,cellular,apr,yes,university.degree,yes
nonexistent,cellular,apr,yes,university.degree,yes
failure,cellular,apr,no,professional.course,no
nonexistent,cellular,apr,yes,professional.course,yes
nonexistent,cellular,apr,yes,high.school,yes
nonexistent,cellular,apr,yes,high.school,yes
nonexistent,cellular,apr,yes,university.degree,no
nonexistent,cellular,apr,yes,professional.course,yes
nonexistent,cellular,apr,yes,university.degree,yes
nonexistent,cellular,apr,yes,high.school,no
nonexistent,cellular,apr,yes,university.degree,yes
nonexistent,cellular,apr,yes,high.school,yes
success,cellular,apr,no,high.school,yes
nonexistent,cellular,apr,yes,professional.course,no
nonexistent,telephone,apr,yes,university.degree,no
nonexistent,cellular,apr,yes,professional.course,yes
nonexistent,cellular,apr,yes,high.school,yes
success,telephone,apr,no,university.degree,yes
nonexistent,cellular,apr,yes,university.degree,yes
nonexistent,cellular,apr,yes,undisclosed,no
nonexistent,cellular,apr,yes,university.degree,no
success,cellular,apr,no,university.degree,yes
success,cellular,apr,no,university.degree,yes
nonexistent,cellular,apr,yes,university.degree,no
nonexistent,telephone,apr,yes,high.school,no
nonexistent,cellular,apr,yes,high.school,yes
nonexistent,cellular,apr,yes,high.school,yes
success,cellular,apr,no,university.degree,no
nonexistent,telephone,apr,yes,university.degree,yes
nonexistent,telephone,apr,yes,professional.course,no
nonexistent,cellular,apr,yes,university.degree,no
nonexistent,cellular,apr,yes,high.school,no
nonexistent,cellular,apr,yes,university.degree,yes
nonexistent,cellular,apr,yes,basic.4y,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,telephone,may,yes,high.school,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,basic.9y,no
success,cellular,may,no,basic.9y,yes
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,undisclosed,yes
nonexistent,cellular,may,yes,professional.course,yes
success,cellular,may,no,high.school,no
nonexistent,telephone,may,yes,university.degree,yes
nonexistent,telephone,may,yes,professional.course,no
nonexistent,cellular,may,yes,high.school,yes
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,university.degree,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,telephone,may,yes,university.degree,no
success,cellular,may,no,basic.6y,yes
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,basic.9y,yes
failure,cellular,may,no,university.degree,yes
nonexistent,cellular,may,yes,university.degree,yes
failure,cellular,may,no,university.degree,no
nonexistent,cellular,may,yes,high.school,yes
nonexistent,cellular,may,yes,professional.course,no
nonexistent,telephone,may,yes,university.degree,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,university.degree,yes
nonexistent,cellular,may,yes,university.degree,yes
failure,cellular,may,no,basic.9y,no
nonexistent,cellular,may,yes,high.school,yes
success,cellular,may,no,undisclosed,yes
success,cellular,may,no,high.school,yes
success,cellular,may,no,high.school,yes
failure,cellular,may,no,basic.6y,no
nonexistent,telephone,may,yes,high.school,no
success,telephone,may,no,university.degree,yes
nonexistent,cellular,may,yes,university.degree,yes
nonexistent,telephone,may,yes,basic.9y,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,university.degree,yes
success,cellular,may,no,basic.6y,yes
success,cellular,may,no,basic.6y,yes
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,basic.6y,no
failure,cellular,may,no,basic.6y,no
nonexistent,cellular,may,yes,basic.4y,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,basic.6y,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,undisclosed,no
success,cellular,may,no,university.degree,no
nonexistent,cellular,may,yes,university.degree,yes
nonexistent,telephone,may,yes,university.degree,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,university.degree,yes
nonexistent,cellular,may,yes,undisclosed,no
failure,cellular,may,no,university.degree,no
failure,cellular,may,no,university.degree,yes
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,professional.course,yes
nonexistent,cellular,may,yes,university.degree,yes
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,telephone,may,yes,university.degree,no
success,cellular,may,no,high.school,yes
nonexistent,cellular,may,yes,basic.6y,yes
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,telephone,may,yes,university.degree,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,basic.4y,no
nonexistent,cellular,may,yes,professional.course,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,undisclosed,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,telephone,may,yes,university.degree,no
nonexistent,cellular,may,yes,high.school,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,university.degree,yes
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,telephone,may,yes,high.school,no
failure,cellular,may,no,university.degree,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,university.degree,no
success,cellular,may,no,professional.course,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,undisclosed,no
nonexistent,telephone,may,yes,university.degree,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,high.school,yes
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,high.school,no
failure,cellular,may,no,high.school,no
success,cellular,may,no,professional.course,yes
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,university.degree,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,undisclosed,no
nonexistent,telephone,may,yes,university.degree,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,university.degree,yes
nonexistent,cellular,may,yes,basic.4y,no
failure,cellular,may,no,professional.course,yes
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,basic.6y,no
nonexistent,cellular,may,yes,basic.4y,no
failure,cellular,may,no,basic.9y,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,professional.course,yes
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,basic.4y,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,basic.4y,yes
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,basic.4y,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,telephone,may,yes,high.school,no
nonexistent,telephone,may,yes,professional.course,no
success,cellular,may,no,basic.9y,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,university.degree,yes
failure,telephone,may,no,high.school,no
failure,cellular,may,no,professional.course,no
nonexistent,cellular,may,yes,university.degree,yes
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,telephone,may,yes,high.school,no
nonexistent,cellular,may,yes,university.degree,yes
nonexistent,cellular,may,yes,high.school,yes
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,basic.4y,no
nonexistent,cellular,may,yes,professional.course,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,telephone,may,yes,high.school,no
success,cellular,may,no,basic.6y,no
nonexistent,cellular,may,yes,professional.course,yes
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,high.school,no
failure,cellular,may,no,high.school,yes
nonexistent,cellular,may,yes,university.degree,yes
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,basic.4y,yes
nonexistent,telephone,may,yes,basic.6y,no
nonexistent,cellular,may,yes,professional.course,yes
failure,cellular,may,no,basic.4y,no
nonexistent,cellular,may,yes,undisclosed,yes
failure,cellular,may,no,high.school,no
success,telephone,may,no,basic.6y,yes
nonexistent,cellular,may,yes,professional.course,no
nonexistent,telephone,may,yes,high.school,no
nonexistent,cellular,may,yes,basic.6y,yes
nonexistent,cellular,may,yes,professional.course,yes
nonexistent,telephone,may,yes,university.degree,no
nonexistent,cellular,may,yes,high.school,yes
nonexistent,telephone,may,yes,university.degree,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,telephone,may,yes,professional.course,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,telephone,may,yes,university.degree,no
success,cellular,may,no,high.school,no
nonexistent,telephone,may,yes,university.degree,yes
nonexistent,cellular,may,yes,university.degree,no
success,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,high.school,no
failure,cellular,may,no,basic.9y,yes
nonexistent,cellular,may,yes,undisclosed,no
failure,cellular,may,no,professional.course,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,telephone,may,yes,basic.9y,yes
success,cellular,may,no,university.degree,no
failure,cellular,may,no,professional.course,yes
failure,cellular,may,no,professional.course,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,telephone,may,yes,basic.9y,no
success,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,high.school,yes
success,cellular,may,no,professional.course,no
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,telephone,may,yes,basic.9y,no
nonexistent,telephone,may,yes,high.school,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,telephone,may,yes,high.school,yes
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,professional.course,no
success,cellular,may,no,basic.9y,yes
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,telephone,may,yes,university.degree,no
success,cellular,may,no,undisclosed,no
nonexistent,telephone,may,yes,university.degree,no
success,cellular,may,no,university.degree,yes
nonexistent,cellular,may,yes,basic.4y,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,basic.6y,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,high.school,yes
failure,cellular,may,no,basic.4y,no
failure,cellular,may,no,undisclosed,no
failure,cellular,may,no,university.degree,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,basic.6y,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,telephone,may,yes,university.degree,no
failure,cellular,may,no,basic.4y,no
failure,cellular,may,no,basic.6y,no
failure,cellular,may,no,basic.9y,no
nonexistent,cellular,may,yes,basic.4y,no
failure,cellular,may,no,basic.9y,no
nonexistent,telephone,may,yes,high.school,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,telephone,may,yes,basic.4y,no
failure,cellular,may,no,basic.9y,no
nonexistent,cellular,may,yes,high.school,no
failure,cellular,may,no,university.degree,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,basic.6y,no
nonexistent,cellular,may,yes,basic.9y,no
failure,cellular,may,no,basic.9y,no
nonexistent,cellular,may,yes,basic.9y,no
failure,cellular,may,no,basic.4y,no
success,cellular,may,no,basic.9y,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,basic.6y,no
nonexistent,telephone,may,yes,basic.9y,no
nonexistent,cellular,may,yes,basic.9y,no
failure,cellular,may,no,basic.9y,no
failure,cellular,may,no,basic.9y,no
success,cellular,may,no,basic.6y,no
failure,cellular,may,no,basic.9y,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,high.school,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,high.school,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,basic.9y,no
failure,cellular,may,no,basic.9y,no
failure,cellular,may,no,high.school,no
failure,cellular,may,no,high.school,no
failure,cellular,may,no,basic.4y,no
nonexistent,cellular,may,yes,basic.4y,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,telephone,may,yes,basic.9y,no
failure,cellular,may,no,professional.course,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,high.school,yes
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,basic.9y,yes
failure,cellular,may,no,professional.course,no
nonexistent,cellular,may,yes,basic.9y,no
failure,cellular,may,no,basic.4y,no
nonexistent,cellular,may,yes,basic.9y,yes
nonexistent,cellular,may,yes,high.school,yes
nonexistent,cellular,may,yes,university.degree,yes
failure,cellular,may,no,professional.course,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,basic.4y,yes
nonexistent,cellular,may,yes,basic.6y,no
nonexistent,cellular,may,yes,basic.9y,yes
failure,cellular,may,no,professional.course,no
failure,cellular,may,no,university.degree,no
failure,cellular,may,no,basic.6y,no
failure,cellular,may,no,university.degree,no
nonexistent,cellular,may,yes,basic.4y,no
failure,cellular,may,no,undisclosed,no
nonexistent,cellular,may,yes,basic.9y,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,basic.6y,no
success,cellular,may,no,high.school,yes
nonexistent,telephone,may,yes,university.degree,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,high.school,no
failure,cellular,may,no,basic.9y,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,basic.4y,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,undisclosed,no
nonexistent,cellular,may,yes,basic.4y,no
nonexistent,cellular,may,yes,undisclosed,no
nonexistent,cellular,may,yes,high.school,yes
nonexistent,cellular,may,yes,basic.9y,no
failure,cellular,may,no,basic.9y,no
failure,cellular,may,no,basic.6y,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,basic.6y,no
nonexistent,cellular,may,yes,undisclosed,yes
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,undisclosed,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,basic.9y,no
nonexistent,cellular,may,yes,basic.9y,no
failure,cellular,may,no,undisclosed,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,basic.6y,no
success,cellular,may,no,basic.9y,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,basic.4y,no
nonexistent,cellular,may,yes,basic.6y,no
nonexistent,cellular,may,yes,high.school,yes
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,basic.4y,no
nonexistent,cellular,may,yes,high.school,no
failure,cellular,may,no,basic.4y,no
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,basic.9y,no
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,basic.4y,no
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,basic.6y,no
failure,cellular,may,no,basic.6y,no
failure,cellular,may,no,high.school,no
nonexistent,telephone,may,yes,university.degree,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,telephone,may,yes,high.school,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,high.school,no
failure,cellular,may,no,undisclosed,no
nonexistent,cellular,may,yes,high.school,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,high.school,no
failure,telephone,may,no,undisclosed,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,undisclosed,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,undisclosed,no
failure,cellular,may,no,basic.4y,no
failure,cellular,may,no,professional.course,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,basic.4y,no
nonexistent,cellular,may,yes,basic.4y,no
nonexistent,cellular,may,yes,basic.4y,no
nonexistent,cellular,may,yes,basic.4y,no
failure,cellular,may,no,basic.6y,yes
nonexistent,cellular,may,yes,high.school,yes
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,university.degree,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,basic.4y,no
nonexistent,cellular,may,yes,professional.course,no
nonexistent,cellular,may,yes,basic.4y,yes
failure,cellular,may,no,undisclosed,no
failure,cellular,may,no,basic.6y,no
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,basic.6y,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,basic.6y,no
failure,cellular,may,no,university.degree,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,basic.4y,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,high.school,no
failure,cellular,may,no,basic.4y,no
nonexistent,cellular,may,yes,professional.course,no
failure,cellular,may,no,professional.course,yes
failure,cellular,may,no,basic.4y,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,basic.6y,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,basic.9y,no
failure,cellular,may,no,university.degree,no
nonexistent,cellular,may,yes,basic.4y,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,university.degree,yes
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,high.school,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,basic.9y,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,basic.9y,no
failure,cellular,may,no,basic.9y,no
nonexistent,cellular,may,yes,basic.4y,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,university.degree,no
success,cellular,may,no,basic.6y,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,university.degree,no
failure,cellular,may,no,high.school,no
failure,cellular,may,no,university.degree,no
failure,cellular,may,no,university.degree,no
nonexistent,cellular,may,yes,high.school,no
failure,cellular,may,no,basic.4y,no
failure,cellular,may,no,basic.6y,no
failure,cellular,may,no,professional.course,no
nonexistent,cellular,may,yes,basic.4y,no
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,basic.4y,no
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,high.school,no
failure,cellular,may,no,basic.9y,no
success,cellular,may,no,basic.9y,no
nonexistent,cellular,may,yes,basic.9y,no
nonexistent,cellular,may,yes,basic.4y,no
failure,cellular,may,no,high.school,no
failure,cellular,may,no,high.school,no
nonexistent,cellular,may,yes,basic.6y,no
nonexistent,cellular,may,yes,university.degree,no
nonexistent,cellular,may,yes,basic.9y,no
failure,cellular,may,no,university.degree,no
failure,cellular,may,no,basic.4y,no
nonexistent,cellular,may,yes,high.school,no
failure,cellular,may,no,university.degree,no
failure,cellular,may,no,university.degree,no
nonexistent,cellular,may,yes,university.degree,no
failure,cellular,may,no,university.degree,no
nonexistent,cellular,may,yes,high.school,no
